chrom	start_peak	end_peak	name_peak	start_gene	end_gene	gene_id	gene_name	strand_gene	gene_type	transcript_id	transcript_type	transcript_support	distance	sbs1_motif	sbs2_motif	sbs1_and_sbs2_motif
chr10	121626079	121626812	ZFP143_conserved_127	121587380	121626332	ENSMUSG00000034667.8	Xpot	-	protein_coding	ENSMUST00000218004.1	protein_coding	5	113	1	0	0
chr10	123076149	123076771	ZFP143_conserved_128	123035288	123076383	ENSMUSG00000034602.15	Mon2	-	protein_coding	ENSMUST00000219203.1	protein_coding	1	77	0	0	0
chr10	123196706	123197400	ZFP143_conserved_129	123105006	123196995	ENSMUSG00000020124.10	Usp15	-	protein_coding	ENSMUST00000220377.1	protein_coding	1	58	1	0	0
chr10	123196706	123197400	ZFP143_conserved_129	123196695	123199418	ENSMUSG00000112294.1	Gm4129	+	bidirectional_promoter_lncRNA	ENSMUST00000220083.1	bidirectional_promoter_lncRNA	3	358	1	0	0
chr10	127266033	127266726	ZFP143_conserved_131	127266387	127281950	ENSMUSG00000025410.10	Dctn2	+	protein_coding	ENSMUST00000026479.10	protein_coding	1	8	1	1	1
chr10	128058648	128059397	ZFP143_conserved_132	128058954	128077272	ENSMUSG00000071072.12	Ptges3	+	protein_coding	ENSMUST00000052798.13	protein_coding	1	68	0	0	0
chr10	128303005	128304096	ZFP143_conserved_133	128303392	128307428	ENSMUSG00000005682.9	Pan2	+	protein_coding	ENSMUST00000218137.1	processed_transcript	1	158	1	0	0
chr10	128322041	128323043	ZFP143_conserved_134	128322459	128327553	ENSMUSG00000025381.3	Cnpy2	+	protein_coding	ENSMUST00000219037.1	protein_coding	1	83	1	0	0
chr10	128368432	128369289	ZFP143_conserved_135	128365137	128368333	ENSMUSG00000039914.6	Coq10a	-	protein_coding	ENSMUST00000219815.1	protein_coding	2	527	1	1	1
chr10	128498506	128499127	ZFP143_conserved_136	128494157	128498685	ENSMUSG00000039824.4	Myl6b	-	protein_coding	ENSMUST00000026428.3	protein_coding	1	131	1	1	1
chr10	128547634	128548142	ZFP143_conserved_137	128541963	128547774	ENSMUSG00000039810.11	Zc3h10	-	protein_coding	ENSMUST00000040572.9	protein_coding	1	114	0	0	0
chr10	128548871	128549551	ZFP143_conserved_138	128548114	128549153	ENSMUSG00000093674.7	Rpl41	-	protein_coding	ENSMUST00000177163.7	protein_coding	1	58	1	1	1
chr10	128565775	128566529	ZFP143_conserved_139	128557768	128565987	ENSMUSG00000025364.13	Pa2g4	-	protein_coding	ENSMUST00000131728.3	protein_coding	1	165	1	1	1
chr10	128626306	128627068	ZFP143_conserved_140	128624537	128626747	ENSMUSG00000025362.6	Rps26	-	protein_coding	ENSMUST00000026420.6	protein_coding	1	60	1	1	1
chr11	3963513	3964142	ZFP143_conserved_141	3963975	3980004	ENSMUSG00000020430.12	Pes1	+	protein_coding	ENSMUST00000020705.4	protein_coding	1	148	1	0	0
chr11	4096459	4097050	ZFP143_conserved_142	4091480	4095445	ENSMUSG00000004748.5	Mtfp1	-	protein_coding	ENSMUST00000004868.5	protein_coding	1	1309	0	0	0
chr11	5541903	5542507	ZFP143_conserved_143	5528887	5542187	ENSMUSG00000020482.4	Ccdc117	-	protein_coding	ENSMUST00000020776.4	protein_coding	1	18	1	1	1
chr11	5761906	5762586	ZFP143_conserved_144	5714971	5762371	ENSMUSG00000049680.17	Urgcp	-	protein_coding	ENSMUST00000120306.7	protein_coding	1	125	0	0	0
chr11	5761906	5762586	ZFP143_conserved_144	5762150	5784710	ENSMUSG00000083844.8	Ube2d-ps	+	transcribed_unprocessed_pseudogene	ENSMUST00000142942.7	processed_transcript	1	96	1	0	0
chr11	6546295	6547023	ZFP143_conserved_145	6546887	6596744	ENSMUSG00000000378.15	Ccm2	+	protein_coding	ENSMUST00000000388.14	protein_coding	1	228	0	0	0
chr11	20200856	20201586	ZFP143_conserved_146	20201432	20226856	ENSMUSG00000020149.17	Rab1a	+	protein_coding	ENSMUST00000020358.11	protein_coding	1	211	1	1	1
chr11	20741326	20742124	ZFP143_conserved_147	20685084	20741589	ENSMUSG00000049659.15	Aftph	-	protein_coding	ENSMUST00000035350.11	protein_coding	1	136	0	0	0
chr11	21090975	21091637	ZFP143_conserved_148	21091291	21150323	ENSMUSG00000020134.13	Peli1	+	protein_coding	ENSMUST00000093290.11	protein_coding	1	15	1	1	1
chr11	21571561	21572361	ZFP143_conserved_149	21556787	21572193	ENSMUSG00000020321.16	Mdh1	-	protein_coding	ENSMUST00000102874.10	protein_coding	1	232	1	1	1
chr11	21571561	21572361	ZFP143_conserved_149	21572235	21898989	ENSMUSG00000020319.9	Wdpcp	+	protein_coding	ENSMUST00000020568.9	protein_coding	1	274	0	1	0
chr11	23894962	23895425	ZFP143_conserved_150	23870056	23895236	ENSMUSG00000020273.13	Papolg	-	protein_coding	ENSMUST00000102863.2	protein_coding	1	43	0	0	0
chr11	23894962	23895425	ZFP143_conserved_150	23894560	23895488	ENSMUSG00000084769.1	Gm12061	+	antisense	ENSMUST00000151881.1	antisense	3	633	1	0	0
chr11	29526087	29526630	ZFP143_conserved_151	29526448	29545279	ENSMUSG00000020459.14	Mtif2	+	protein_coding	ENSMUST00000020749.12	protein_coding	1	90	1	1	1
chr11	29547501	29548523	ZFP143_conserved_152	29545846	29548109	ENSMUSG00000020460.15	Rps27a	-	protein_coding	ENSMUST00000102845.10	protein_coding	1	97	0	1	0
chr11	29547501	29548523	ZFP143_conserved_152	29548026	29578338	ENSMUSG00000020461.10	Clhc1	+	protein_coding	ENSMUST00000208530.1	protein_coding	1	14	1	1	1
chr11	30025738	30026547	ZFP143_conserved_153	29743048	30026033	ENSMUSG00000044072.14	Eml6	-	protein_coding	ENSMUST00000058902.5	protein_coding	5	109	0	1	0
chr11	31671681	31672190	ZFP143_conserved_154	31665181	31671885	ENSMUSG00000044502.16	Bod1	-	protein_coding	ENSMUST00000058060.13	protein_coding	1	50	1	1	1
chr11	32532846	32533445	ZFP143_conserved_155	32523340	32532081	ENSMUSG00000044056.3	Efcab9	-	protein_coding	ENSMUST00000109377.1	protein_coding	3	1064	0	0	0
chr11	32532846	32533445	ZFP143_conserved_155	32533305	32624587	ENSMUSG00000020272.8	Stk10	+	protein_coding	ENSMUST00000102821.3	protein_coding	1	160	1	1	1
chr11	32642196	32642928	ZFP143_conserved_156	32642724	32746569	ENSMUSG00000020271.17	Fbxw11	+	protein_coding	ENSMUST00000109366.7	protein_coding	1	162	1	0	0
chr11	35769188	35769978	ZFP143_conserved_157	35769484	35791285	ENSMUSG00000018846.8	Pank3	+	protein_coding	ENSMUST00000018990.7	protein_coding	1	99	0	1	0
chr11	43747837	43748294	ZFP143_conserved_158	43745018	43747992	ENSMUSG00000041278.10	Ttc1	-	protein_coding	ENSMUST00000147984.1	processed_transcript	1	73	1	1	1
chr11	48799917	48800694	ZFP143_conserved_159	48800360	48806434	ENSMUSG00000020372.15	Rack1	+	protein_coding	ENSMUST00000020640.7	protein_coding	1	55	0	0	0
chr11	50841311	50841791	ZFP143_conserved_160	50832035	50841552	ENSMUSG00000044296.10	Zfp879	-	protein_coding	ENSMUST00000049625.1	protein_coding	1	1	0	0	0
chr11	50915724	50916377	ZFP143_conserved_161	50898712	50916142	ENSMUSG00000049321.17	Zfp2	-	protein_coding	ENSMUST00000116378.7	protein_coding	1	92	0	0	0
chr11	51967442	51967929	ZFP143_conserved_163	51967661	51977334	ENSMUSG00000020392.8	Cdkn2aipnl	+	protein_coding	ENSMUST00000102763.4	protein_coding	1	24	0	0	0
chr11	53706822	53707598	ZFP143_conserved_164	53683255	53707295	ENSMUSG00000020380.16	Rad50	-	protein_coding	ENSMUST00000124352.1	protein_coding	1	85	1	0	0
chr11	59227954	59228605	ZFP143_conserved_165	59211414	59228270	ENSMUSG00000048076.14	Arf1	-	protein_coding	ENSMUST00000061242.7	protein_coding	1	9	1	0	0
chr11	60046242	60046821	ZFP143_conserved_166	59970614	60046481	ENSMUSG00000000301.16	Pemt	-	protein_coding	ENSMUST00000102693.8	protein_coding	1	50	1	1	1
chr11	60115049	60115606	ZFP143_conserved_167	60112219	60115230	ENSMUSG00000051008.5	4930412M03Rik	-	lincRNA	ENSMUST00000130746.1	lincRNA	1	97	0	0	0
chr11	60416823	60417727	ZFP143_conserved_168	60400626	60417051	ENSMUSG00000042709.15	Atpaf2	-	protein_coding	ENSMUST00000108721.8	protein_coding	1	224	1	0	0
chr11	60416823	60417727	ZFP143_conserved_168	60417262	60445277	ENSMUSG00000018415.14	Gid4	+	protein_coding	ENSMUST00000070681.6	protein_coding	1	13	1	1	1
chr11	60699372	60700005	ZFP143_conserved_169	60699723	60714186	ENSMUSG00000020536.12	Llgl1	+	protein_coding	ENSMUST00000052346.9	protein_coding	1	35	1	1	1
chr11	60776958	60777665	ZFP143_conserved_170	60740059	60777287	ENSMUSG00000002814.15	Top3a	-	protein_coding	ENSMUST00000117743.7	protein_coding	1	24	0	0	0
chr11	60776958	60777665	ZFP143_conserved_170	60777525	60788287	ENSMUSG00000049323.8	Smcr8	+	protein_coding	ENSMUST00000056907.6	protein_coding	1	214	1	1	1
chr11	60878533	60879356	ZFP143_conserved_171	60864452	60879272	ENSMUSG00000043284.12	Tmem11	-	protein_coding	ENSMUST00000062677.11	protein_coding	1	328	0	1	0
chr11	61929980	61930582	ZFP143_conserved_172	61871307	61930252	ENSMUSG00000047804.15	Akap10	-	protein_coding	ENSMUST00000102650.9	protein_coding	1	29	1	0	0
chr11	62602481	62603087	ZFP143_conserved_173	62602877	62604807	ENSMUSG00000086841.1	2410006H16Rik	+	processed_transcript	ENSMUST00000131787.1	processed_transcript	1	93	1	0	0
chr11	69015877	69016423	ZFP143_conserved_174	69016097	69036470	ENSMUSG00000020898.18	Ctc1	+	protein_coding	ENSMUST00000116359.2	protein_coding	1	53	0	0	0
chr11	69395367	69396325	ZFP143_conserved_176	69393612	69395333	ENSMUSG00000044795.12	Cyb5d1	-	protein_coding	ENSMUST00000051620.4	protein_coding	1	513	1	1	1
chr11	69395367	69396325	ZFP143_conserved_176	69395814	69396680	ENSMUSG00000059278.9	Naa38	+	protein_coding	ENSMUST00000082283.9	processed_transcript	1	32	1	1	1
chr11	69579179	69579930	ZFP143_conserved_177	69561759	69579324	ENSMUSG00000041346.11	Wrap53	-	protein_coding	ENSMUST00000048139.11	protein_coding	1	230	1	1	1
chr11	69580021	69580596	ZFP143_conserved_178	69580359	69591873	ENSMUSG00000059552.13	Trp53	+	protein_coding	ENSMUST00000005371.11	protein_coding	1	51	0	0	0
chr11	69758142	69759235	ZFP143_conserved_179	69733997	69758637	ENSMUSG00000005198.15	Polr2a	-	protein_coding	ENSMUST00000058470.15	protein_coding	1	51	1	0	0
chr11	69995242	69995932	ZFP143_conserved_180	69995777	70000009	ENSMUSG00000018572.10	Phf23	+	protein_coding	ENSMUST00000018716.9	protein_coding	1	190	1	1	1
chr11	70451644	70452238	ZFP143_conserved_181	70451919	70453727	ENSMUSG00000018923.13	Med11	+	protein_coding	ENSMUST00000019067.7	protein_coding	1	22	0	0	0
chr11	70525104	70525617	ZFP143_conserved_182	70525386	70527649	ENSMUSG00000018286.6	Psmb6	+	protein_coding	ENSMUST00000018430.6	protein_coding	1	26	1	1	1
chr11	70969507	70970696	ZFP143_conserved_183	70943072	70969973	ENSMUSG00000040667.11	Nup88	-	protein_coding	ENSMUST00000108531.7	protein_coding	1	128	1	0	0
chr11	70969507	70970696	ZFP143_conserved_183	70970213	70977833	ENSMUSG00000018449.12	Rpain	+	protein_coding	ENSMUST00000018593.9	protein_coding	1	112	1	1	1
chr11	71004260	71004786	ZFP143_conserved_184	70984091	71004437	ENSMUSG00000040620.15	Dhx33	-	protein_coding	ENSMUST00000108527.7	protein_coding	1	86	0	0	0
chr11	71019186	71020065	ZFP143_conserved_185	71009933	71019841	ENSMUSG00000018442.13	Derl2	-	protein_coding	ENSMUST00000171041.7	protein_coding	1	216	1	0	0
chr11	71019186	71020065	ZFP143_conserved_185	71019611	71027371	ENSMUSG00000040599.13	Mis12	+	protein_coding	ENSMUST00000048807.11	protein_coding	1	14	1	1	1
chr11	73176776	73177617	ZFP143_conserved_186	73175519	73177037	ENSMUSG00000047260.4	Emc6	-	protein_coding	ENSMUST00000054952.3	protein_coding	1	159	1	0	0
chr11	73176776	73177617	ZFP143_conserved_186	73177083	73182152	ENSMUSG00000040158.12	Tax1bp3	+	protein_coding	ENSMUST00000040687.11	protein_coding	1	113	0	0	0
chr11	73198879	73199622	ZFP143_conserved_187	73183596	73199042	ENSMUSG00000005949.9	Ctns	-	protein_coding	ENSMUST00000006103.8	protein_coding	1	208	0	1	0
chr11	73198879	73199622	ZFP143_conserved_187	73199460	73224511	ENSMUSG00000005951.13	Shpk	+	protein_coding	ENSMUST00000006105.6	protein_coding	1	210	1	0	0
chr11	75460518	75461877	ZFP143_conserved_188	75461539	75466676	ENSMUSG00000085148.1	Mir22hg	+	processed_transcript	ENSMUST00000149940.1	processed_transcript	1	342	1	1	1
chr11	75630570	75631188	ZFP143_conserved_189	75630988	75648871	ENSMUSG00000006127.9	Inpp5k	+	protein_coding	ENSMUST00000006286.8	protein_coding	1	109	0	0	0
chr11	75679053	75679462	ZFP143_conserved_190	75679259	75706065	ENSMUSG00000017776.15	Crk	+	protein_coding	ENSMUST00000017920.13	protein_coding	1	2	1	0	0
chr11	76406675	76407391	ZFP143_conserved_191	76407143	76416292	ENSMUSG00000020843.15	Timm22	+	protein_coding	ENSMUST00000021203.6	protein_coding	1	110	1	1	1
chr11	76763330	76763820	ZFP143_conserved_192	76726602	76763579	ENSMUSG00000010392.8	Gosr1	-	protein_coding	ENSMUST00000010536.8	protein_coding	1	4	1	0	0
chr11	77981530	77983069	ZFP143_conserved_193	77982754	78026214	ENSMUSG00000037791.15	Phf12	+	protein_coding	ENSMUST00000108360.7	protein_coding	1	455	1	1	1
chr11	78080090	78080585	ZFP143_conserved_194	78073376	78080383	ENSMUSG00000020832.14	Eral1	-	protein_coding	ENSMUST00000021183.3	protein_coding	1	46	1	0	0
chr11	78511980	78512599	ZFP143_conserved_195	78507055	78512172	ENSMUSG00000051232.13	Tmem199	-	protein_coding	ENSMUST00000052566.7	protein_coding	1	117	1	0	0
chr11	78511980	78512599	ZFP143_conserved_195	78512193	78522736	ENSMUSG00000001100.10	Poldip2	+	protein_coding	ENSMUST00000001127.10	protein_coding	1	96	0	0	0
chr11	78535943	78536681	ZFP143_conserved_196	78522850	78536332	ENSMUSG00000017615.12	Tnfaip1	-	protein_coding	ENSMUST00000108277.2	protein_coding	1	20	1	0	0
chr11	78535943	78536681	ZFP143_conserved_196	78536361	78541737	ENSMUSG00000001105.15	Ift20	+	protein_coding	ENSMUST00000128788.7	protein_coding	1	49	1	1	1
chr11	79992518	79993399	ZFP143_conserved_197	79993106	80034123	ENSMUSG00000017548.15	Suz12	+	protein_coding	ENSMUST00000017692.14	protein_coding	1	148	1	0	0
chr11	80383050	80383587	ZFP143_conserved_198	80383303	80396248	ENSMUSG00000017421.18	Zfp207	+	protein_coding	ENSMUST00000017567.13	protein_coding	1	15	0	0	0
chr11	80428318	80428925	ZFP143_conserved_199	80428623	80471909	ENSMUSG00000017428.16	Psmd11	+	protein_coding	ENSMUST00000173938.7	protein_coding	1	2	1	1	1
chr11	83941938	83942374	ZFP143_conserved_201	83942062	83963088	ENSMUSG00000020677.7	Ddx52	+	protein_coding	ENSMUST00000049257.7	protein_coding	1	94	0	0	0
chr11	87426372	87426997	ZFP143_conserved_203	87427591	87484766	ENSMUSG00000010342.16	Tex14	+	protein_coding	ENSMUST00000156483.1	protein_coding	1	907	0	0	0
chr11	87737091	87737794	ZFP143_conserved_204	87737552	87743617	ENSMUSG00000020485.14	Supt4a	+	protein_coding	ENSMUST00000093955.11	protein_coding	1	110	1	0	0
chr11	87987352	87987887	ZFP143_conserved_205	87979525	87987533	ENSMUSG00000020483.14	Dynll2	-	protein_coding	ENSMUST00000020775.8	protein_coding	1	86	0	0	0
chr11	88047154	88048024	ZFP143_conserved_206	88011991	88048006	ENSMUSG00000086193.1	Gm11508	-	antisense	ENSMUST00000129337.1	antisense	2	417	1	0	0
chr11	88047154	88048024	ZFP143_conserved_206	88047718	88051490	ENSMUSG00000018379.17	Srsf1	+	protein_coding	ENSMUST00000079866.10	protein_coding	1	129	0	0	0
chr11	94321518	94322313	ZFP143_conserved_207	94287890	94321958	ENSMUSG00000020863.15	Luc7l3	-	protein_coding	ENSMUST00000166312.7	protein_coding	1	43	0	0	0
chr11	95309544	95310704	ZFP143_conserved_208	95274259	95310201	ENSMUSG00000038909.16	Kat7	-	protein_coding	ENSMUST00000103159.9	protein_coding	1	77	1	1	1
chr11	95309544	95310704	ZFP143_conserved_208	95310429	95324496	ENSMUSG00000085143.1	Gm11520	+	antisense	ENSMUST00000122837.1	antisense	1	305	1	0	0
chr11	95666563	95667228	ZFP143_conserved_209	95666957	95680773	ENSMUSG00000038845.11	Phb	+	protein_coding	ENSMUST00000125172.7	protein_coding	1	62	1	1	1
chr11	96075436	96076275	ZFP143_conserved_210	96068852	96075670	ENSMUSG00000006057.15	Atp5g1	-	protein_coding	ENSMUST00000090541.11	protein_coding	1	185	1	1	1
chr11	96777208	96777911	ZFP143_conserved_211	96767877	96777559	ENSMUSG00000020876.14	Snx11	-	protein_coding	ENSMUST00000107661.9	protein_coding	1	0	1	0	0
chr11	96788833	96789604	ZFP143_conserved_212	96789249	96808540	ENSMUSG00000018666.13	Cbx1	+	protein_coding	ENSMUST00000079702.3	protein_coding	1	31	1	0	0
chr11	97041328	97041817	ZFP143_conserved_213	97034602	97041407	ENSMUSG00000020878.6	Lrrc46	-	protein_coding	ENSMUST00000021251.6	protein_coding	1	165	0	0	0
chr11	97041328	97041817	ZFP143_conserved_213	97041560	97049213	ENSMUSG00000001445.10	Mrpl10	+	protein_coding	ENSMUST00000001485.9	protein_coding	1	12	1	0	0
chr11	97187685	97188611	ZFP143_conserved_214	97159714	97187881	ENSMUSG00000001440.5	Kpnb1	-	protein_coding	ENSMUST00000001479.4	protein_coding	1	267	1	0	0
chr11	97315383	97316110	ZFP143_conserved_215	97315716	97329920	ENSMUSG00000018882.12	Mrpl45	+	protein_coding	ENSMUST00000019026.9	protein_coding	1	30	1	1	1
chr11	97781940	97782609	ZFP143_conserved_216	97777527	97782437	ENSMUSG00000071415.6	Rpl23	-	protein_coding	ENSMUST00000103146.4	protein_coding	1	163	1	0	0
chr11	97883897	97884802	ZFP143_conserved_217	97853826	97884154	ENSMUSG00000070336.3	Fbxo47	-	protein_coding	ENSMUST00000093939.3	protein_coding	1	195	0	0	0
chr11	97883897	97884802	ZFP143_conserved_217	97884594	97893811	ENSMUSG00000086917.1	Gm11630	+	lincRNA	ENSMUST00000152825.1	lincRNA	2	245	1	0	0
chr11	98587062	98587563	ZFP143_conserved_218	98581256	98587368	ENSMUSG00000038150.7	Ormdl3	-	protein_coding	ENSMUST00000052919.7	protein_coding	1	56	1	1	1
chr11	98682333	98682858	ZFP143_conserved_219	98682554	98695979	ENSMUSG00000017221.14	Psmd3	+	protein_coding	ENSMUST00000017365.14	protein_coding	1	41	1	0	0
chr11	98682333	98682858	ZFP143_conserved_219	98682921	98683415	ENSMUSG00000085955.1	Gm12356	-	processed_transcript	ENSMUST00000122854.1	processed_transcript	1	820	0	0	0
chr11	98729188	98729709	ZFP143_conserved_220	98704591	98729435	ENSMUSG00000017210.14	Med24	-	protein_coding	ENSMUST00000017354.12	protein_coding	1	13	1	1	1
chr11	98774833	98775713	ZFP143_conserved_221	98767932	98775333	ENSMUSG00000020889.11	Nr1d1	-	protein_coding	ENSMUST00000064941.6	protein_coding	1	60	1	1	1
chr11	98809446	98810180	ZFP143_conserved_223	98804657	98810058	ENSMUSG00000075576.12	Gm12359	-	antisense	ENSMUST00000141696.1	antisense	1	245	1	0	0
chr11	98809446	98810180	ZFP143_conserved_223	98809808	98833806	ENSMUSG00000078676.9	Casc3	+	protein_coding	ENSMUST00000169695.1	protein_coding	1	5	1	0	0
chr11	100472431	100472996	ZFP143_conserved_224	100462614	100472741	ENSMUSG00000048732.5	Klhl11	-	protein_coding	ENSMUST00000056665.3	protein_coding	1	28	1	0	0
chr11	100527631	100528643	ZFP143_conserved_225	100476353	100528000	ENSMUSG00000020917.17	Acly	-	protein_coding	ENSMUST00000107389.7	protein_coding	1	137	1	1	1
chr11	100712233	100712774	ZFP143_conserved_226	100704746	100712465	ENSMUSG00000020918.14	Kat2a	-	protein_coding	ENSMUST00000006973.11	protein_coding	1	38	1	1	1
chr11	100738032	100738553	ZFP143_conserved_227	100715009	100738215	ENSMUSG00000019173.11	Rab5c	-	protein_coding	ENSMUST00000107364.7	protein_coding	1	77	1	1	1
chr11	101278768	101279252	ZFP143_conserved_228	101277968	101279114	ENSMUSG00000017188.3	Coa3	-	protein_coding	ENSMUST00000017332.3	protein_coding	1	104	1	1	1
chr11	101278768	101279252	ZFP143_conserved_228	101279012	101286545	ENSMUSG00000078653.4	Cntd1	+	protein_coding	ENSMUST00000128735.1	processed_transcript	1	2	0	0	0
chr11	101551880	101553119	ZFP143_conserved_229	101488764	101551879	ENSMUSG00000017146.12	Brca1	-	protein_coding	ENSMUST00000017290.10	protein_coding	1	620	0	1	0
chr11	101551880	101553119	ZFP143_conserved_229	101552654	101581951	ENSMUSG00000017119.19	Nbr1	+	protein_coding	ENSMUST00000103098.8	protein_coding	1	155	1	1	1
chr11	101626968	101627824	ZFP143_conserved_230	101627942	101636100	ENSMUSG00000010362.9	Rdm1	+	protein_coding	ENSMUST00000010506.9	protein_coding	1	546	0	0	0
chr11	102284526	102285373	ZFP143_conserved_233	102284939	102289237	ENSMUSG00000034757.15	Tmub2	+	protein_coding	ENSMUST00000100387.10	protein_coding	1	10	1	0	0
chr11	103028083	103028783	ZFP143_conserved_234	103027262	103028333	ENSMUSG00000020935.8	Dcakd	-	protein_coding	ENSMUST00000126365.1	processed_transcript	3	100	0	1	0
chr11	103028083	103028783	ZFP143_conserved_234	103028346	103068912	ENSMUSG00000020936.8	Nmt1	+	protein_coding	ENSMUST00000021314.7	protein_coding	1	87	1	1	1
chr11	103132123	103133458	ZFP143_conserved_236	103133339	103138646	ENSMUSG00000043372.12	Hexim2	+	protein_coding	ENSMUST00000124928.1	protein_coding	1	549	1	1	1
chr11	104441863	104443235	ZFP143_conserved_237	104333229	104442291	ENSMUSG00000018412.16	Kansl1	-	protein_coding	ENSMUST00000106977.7	protein_coding	1	258	1	1	1
chr11	106216198	106217193	ZFP143_conserved_238	106197408	106216344	ENSMUSG00000078622.8	Ccdc47	-	protein_coding	ENSMUST00000002043.9	protein_coding	1	351	1	1	1
chr11	106216198	106217193	ZFP143_conserved_238	106216926	106249139	ENSMUSG00000020705.6	Ddx42	+	protein_coding	ENSMUST00000021046.5	protein_coding	1	231	1	0	0
chr11	106788153	106789378	ZFP143_conserved_239	106780355	106788532	ENSMUSG00000020719.14	Ddx5	-	protein_coding	ENSMUST00000021062.11	protein_coding	1	233	1	0	0
chr11	106788153	106789378	ZFP143_conserved_239	106789252	106818860	ENSMUSG00000018372.13	Cep95	+	protein_coding	ENSMUST00000103068.9	protein_coding	1	487	1	0	0
chr11	106999367	107000063	ZFP143_conserved_240	106988629	106999541	ENSMUSG00000018362.14	Kpna2	-	protein_coding	ENSMUST00000018506.12	protein_coding	1	174	0	0	0
chr11	107189035	107189522	ZFP143_conserved_241	107166663	107189381	ENSMUSG00000018433.14	Nol11	-	protein_coding	ENSMUST00000106757.7	protein_coding	1	103	0	0	0
chr11	107547686	107548291	ZFP143_conserved_242	107531757	107548373	ENSMUSG00000059706.4	A830035A12Rik	-	processed_transcript	ENSMUST00000147445.1	processed_transcript	1	385	1	0	0
