#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr8	94385939	94387400	chr8:94385939-94387400	.	.	94385939	94387400	0	1	1461	94385930	ZNF143 related (N=27801)
chr16	18627248	18627437	chr16:18627248-18627437	.	.	18627248	18627437	0	1	189	18627247	ZNF143 related (N=27801)
chr6	52222445	52222674	chr6:52222445-52222674	.	.	52222445	52222674	0	1	229	52222440	ZNF143 related (N=27801)
chr10	81135055	81137120	chr10:81135055-81137120	.	.	81135055	81137120	0	1	2065	81135047	ZNF143 related (N=27801)
chr11	78177002	78177309	chr11:78177002-78177309	.	.	78177002	78177309	0	1	307	78176995	ZNF143 related (N=27801)
chr14	61680936	61683106	chr14:61680936-61683106	.	.	61680936	61683106	0	1	2170	61680930	ZNF143 related (N=27801)
chr8	25719812	25720549	chr8:25719812-25720549	.	.	25719812	25720549	0	1	737	25719810	ZNF143 related (N=27801)
chr9	119321717	119323426	chr9:119321717-119323426	.	.	119321717	119323426	0	1	1709	119321716	ZNF143 related (N=27801)
chr3	122729665	122729897	chr3:122729665-122729897	.	.	122729665	122729897	0	1	232	122729664	ZNF143 related (N=27801)
chr4	141077788	141078691	chr4:141077788-141078691	.	.	141077788	141078691	0	1	903	141077787	ZNF143 related (N=27801)
chr12	101082604	101084023	chr12:101082604-101084023	.	.	101082604	101084023	0	1	1419	101082603	ZNF143 related (N=27801)
chr16	90283298	90284907	chr16:90283298-90284907	.	.	90283298	90284907	0	1	1609	90283289	ZNF143 related (N=27801)
chr16	8829956	8831142	chr16:8829956-8831142	.	.	8829956	8831142	0	1	1186	8829948	ZNF143 related (N=27801)
chr9	44880566	44881893	chr9:44880566-44881893	.	.	44880566	44881893	0	1	1327	44880562	ZNF143 related (N=27801)
chr17	88064157	88066264	chr17:88064157-88066264	.	.	88064157	88066264	0	1	2107	88064149	ZNF143 related (N=27801)
chr16	85172613	85173143	chr16:85172613-85173143	.	.	85172613	85173143	0	1	530	85172605	ZNF143 related (N=27801)
chr7	82865765	82867142	chr7:82865765-82867142	.	.	82865765	82867142	0	1	1377	82865757	ZNF143 related (N=27801)
chr10	58446543	58447477	chr10:58446543-58447477	.	.	58446543	58447477	0	1	934	58446538	ZNF143 related (N=27801)
chr12	111538145	111539329	chr12:111538145-111539329	.	.	111538145	111539329	0	1	1184	111538144	ZNF143 related (N=27801)
chr11	72606955	72608426	chr11:72606955-72608426	.	.	72606955	72608426	0	1	1471	72606948	ZNF143 related (N=27801)
chr19	36925647	36926615	chr19:36925647-36926615	.	.	36925647	36926615	0	1	968	36925644	ZNF143 related (N=27801)
chr9	41950611	41951484	chr9:41950611-41951484	.	.	41950611	41951484	0	1	873	41950607	ZNF143 related (N=27801)
chr5	147076100	147078023	chr5:147076100-147078023	.	.	147076100	147078023	0	1	1923	147076099	ZNF143 related (N=27801)
chr11	74723375	74724760	chr11:74723375-74724760	.	.	74723375	74724760	0	1	1385	74723368	ZNF143 related (N=27801)
chr6	47453844	47455162	chr6:47453844-47455162	.	.	47453844	47455162	0	1	1318	47453840	ZNF143 related (N=27801)
chr15	96698462	96700526	chr15:96698462-96700526	.	.	96698462	96700526	0	1	2064	96698453	ZNF143 related (N=27801)
chr12	8498767	8500436	chr12:8498767-8500436	.	.	8498767	8500436	0	1	1669	8498759	ZNF143 related (N=27801)
chr18	7868466	7870021	chr18:7868466-7870021	.	.	7868466	7870021	0	1	1555	7868459	ZNF143 related (N=27801)
chr4	133967194	133968887	chr4:133967194-133968887	.	.	133967194	133968887	0	1	1693	133967193	ZNF143 related (N=27801)
chr18	56707369	56709121	chr18:56707369-56709121	.	.	56707369	56709121	0	1	1752	56707364	ZNF143 related (N=27801)
chr4	155832376	155832582	chr4:155832376-155832582	.	.	155832376	155832582	0	1	206	155832375	ZNF143 related (N=27801)
chr4	40268959	40269198	chr4:40268959-40269198	.	.	40268959	40269198	0	1	239	40268955	ZNF143 related (N=27801)
chr12	55491616	55492753	chr12:55491616-55492753	.	.	55491616	55492753	0	1	1137	55491611	ZNF143 related (N=27801)
chr8	70868745	70870087	chr8:70868745-70870087	.	.	70868745	70870087	0	1	1342	70868738	ZNF143 related (N=27801)
chr7	74554175	74555775	chr7:74554175-74555775	.	.	74554175	74555775	0	1	1600	74554168	ZNF143 related (N=27801)
chr7	16313111	16313323	chr7:16313111-16313323	.	.	16313111	16313323	0	1	212	16313110	ZNF143 related (N=27801)
chr14	62759909	62761838	chr14:62759909-62761838	.	.	62759909	62761838	0	1	1929	62759903	ZNF143 related (N=27801)
chr12	77237989	77239621	chr12:77237989-77239621	.	.	77237989	77239621	0	1	1632	77237982	ZNF143 related (N=27801)
chr19	43752716	43753639	chr19:43752716-43753639	.	.	43752716	43753639	0	1	923	43752712	ZNF143 related (N=27801)
chr11	116086838	116087115	chr11:116086838-116087115	.	.	116086838	116087115	0	1	277	116086837	ZNF143 related (N=27801)
chr17	36270888	36271947	chr17:36270888-36271947	.	.	36270888	36271947	0	1	1059	36270885	ZNF143 related (N=27801)
chr5	43233265	43235453	chr5:43233265-43235453	.	.	43233265	43235453	0	1	2188	43233261	ZNF143 related (N=27801)
chr17	72836572	72837759	chr17:72836572-72837759	.	.	72836572	72837759	0	1	1187	72836565	ZNF143 related (N=27801)
chr4	139574103	139575712	chr4:139574103-139575712	.	.	139574103	139575712	0	1	1609	139574102	ZNF143 related (N=27801)
chr19	7417791	7418298	chr19:7417791-7418298	.	.	7417791	7418298	0	1	507	7417784	ZNF143 related (N=27801)
chr11	69580254	69580453	chr11:69580254-69580453	.	.	69580254	69580453	0	1	199	69580248	ZNF143 related (N=27801)
chr11	94990728	94992376	chr11:94990728-94992376	.	.	94990728	94992376	0	1	1648	94990719	ZNF143 related (N=27801)
chr8	40511396	40512388	chr8:40511396-40512388	.	.	40511396	40512388	0	1	992	40511392	ZNF143 related (N=27801)
chr17	34203574	34203869	chr17:34203574-34203869	.	.	34203574	34203869	0	1	295	34203571	ZNF143 related (N=27801)
chr11	84179227	84180396	chr11:84179227-84180396	.	.	84179227	84180396	0	1	1169	84179219	ZNF143 related (N=27801)
chr7	132930761	132932139	chr7:132930761-132932139	.	.	132930761	132932139	0	1	1378	132930760	ZNF143 related (N=27801)
chr3	104864057	104865340	chr3:104864057-104865340	.	.	104864057	104865340	0	1	1283	104864056	ZNF143 related (N=27801)
chr2	75658637	75660028	chr2:75658637-75660028	.	.	75658637	75660028	0	1	1391	75658630	ZNF143 related (N=27801)
chr8	71562654	71563193	chr8:71562654-71563193	.	.	71562654	71563193	0	1	539	71562647	ZNF143 related (N=27801)
chr11	98794655	98796605	chr11:98794655-98796605	.	.	98794655	98796605	0	1	1950	98794646	ZNF143 related (N=27801)
chr17	12991667	12993018	chr17:12991667-12993018	.	.	12991667	12993018	0	1	1351	12991666	ZNF143 related (N=27801)
chr2	130423748	130424842	chr2:130423748-130424842	.	.	130423748	130424842	0	1	1094	130423747	ZNF143 related (N=27801)
chr10	41518563	41520191	chr10:41518563-41520191	.	.	41518563	41520191	0	1	1628	41518559	ZNF143 related (N=27801)
chr6	30047589	30048795	chr6:30047589-30048795	.	.	30047589	30048795	0	1	1206	30047586	ZNF143 related (N=27801)
chr12	111731883	111732247	chr12:111731883-111732247	.	.	111731883	111732247	0	1	364	111731882	ZNF143 related (N=27801)
chr11	52360340	52361909	chr11:52360340-52361909	.	.	52360340	52361909	0	1	1569	52360335	ZNF143 related (N=27801)
chr10	20311929	20313060	chr10:20311929-20313060	.	.	20311929	20313060	0	1	1131	20311927	ZNF143 related (N=27801)
chr12	84875722	84876205	chr12:84875722-84876205	.	.	84875722	84876205	0	1	483	84875714	ZNF143 related (N=27801)
chr17	32283720	32284877	chr17:32283720-32284877	.	.	32283720	32284877	0	1	1157	32283717	ZNF143 related (N=27801)
chr3	27709929	27711311	chr3:27709929-27711311	.	.	27709929	27711311	0	1	1382	27709927	ZNF143 related (N=27801)
chr1	64616970	64617965	chr1:64616970-64617965	.	.	64616970	64617965	0	1	995	64616964	ZNF143 related (N=27801)
chr11	58008440	58010334	chr11:58008440-58010334	.	.	58008440	58010334	0	1	1894	58008435	ZNF143 related (N=27801)
chr1	66817136	66817984	chr1:66817136-66817984	.	.	66817136	66817984	0	1	848	66817130	ZNF143 related (N=27801)
chr15	100761481	100762309	chr15:100761481-100762309	.	.	100761481	100762309	0	1	828	100761480	ZNF143 related (N=27801)
chr9	56635250	56636066	chr9:56635250-56636066	.	.	56635250	56636066	0	1	816	56635245	ZNF143 related (N=27801)
chr9	88481296	88483235	chr9:88481296-88483235	.	.	88481296	88483235	0	1	1939	88481288	ZNF143 related (N=27801)
chr10	7955207	7956836	chr10:7955207-7956836	.	.	7955207	7956836	0	1	1629	7955200	ZNF143 related (N=27801)
chr11	101173654	101174524	chr11:101173654-101174524	.	.	101173654	101174524	0	1	870	101173653	ZNF143 related (N=27801)
chr9	25150930	25152227	chr9:25150930-25152227	.	.	25150930	25152227	0	1	1297	25150928	ZNF143 related (N=27801)
chr11	86357223	86358596	chr11:86357223-86358596	.	.	86357223	86358596	0	1	1373	86357215	ZNF143 related (N=27801)
chr19	59344706	59346398	chr19:59344706-59346398	.	.	59344706	59346398	0	1	1692	59344701	ZNF143 related (N=27801)
chr2	78868369	78868690	chr2:78868369-78868690	.	.	78868369	78868690	0	1	321	78868362	ZNF143 related (N=27801)
chr11	116023606	116024635	chr11:116023606-116024635	.	.	116023606	116024635	0	1	1029	116023605	ZNF143 related (N=27801)
chr7	113513205	113514249	chr7:113513205-113514249	.	.	113513205	113514249	0	1	1044	113513204	ZNF143 related (N=27801)
chr11	53299819	53300746	chr11:53299819-53300746	.	.	53299819	53300746	0	1	927	53299814	ZNF143 related (N=27801)
chr16	22265009	22266148	chr16:22265009-22266148	.	.	22265009	22266148	0	1	1139	22265007	ZNF143 related (N=27801)
chr11	74829824	74832838	chr11:74829824-74832838	.	.	74829824	74832838	0	1	3014	74829817	ZNF143 related (N=27801)
chr12	111038281	111040259	chr12:111038281-111040259	.	.	111038281	111040259	0	1	1978	111038280	ZNF143 related (N=27801)
chr7	132315482	132317613	chr7:132315482-132317613	.	.	132315482	132317613	0	1	2131	132315481	ZNF143 related (N=27801)
chr17	35241412	35242949	chr17:35241412-35242949	.	.	35241412	35242949	0	1	1537	35241409	ZNF143 related (N=27801)
chr15	34082640	34083512	chr15:34082640-34083512	.	.	34082640	34083512	0	1	872	34082637	ZNF143 related (N=27801)
chr13	29983839	29985997	chr13:29983839-29985997	.	.	29983839	29985997	0	1	2158	29983837	ZNF143 related (N=27801)
chr13	48545981	48546820	chr13:48545981-48546820	.	.	48545981	48546820	0	1	839	48545977	ZNF143 related (N=27801)
chr8	123373464	123374313	chr8:123373464-123374313	.	.	123373464	123374313	0	1	849	123373463	ZNF143 related (N=27801)
chr1	143776941	143777920	chr1:143776941-143777920	.	.	143776941	143777920	0	1	979	143776940	ZNF143 related (N=27801)
chr4	155847805	155848237	chr4:155847805-155848237	.	.	155847805	155848237	0	1	432	155847804	ZNF143 related (N=27801)
chr1	171503293	171504221	chr1:171503293-171504221	.	.	171503293	171504221	0	1	928	171503292	ZNF143 related (N=27801)
chr19	6306201	6306997	chr19:6306201-6306997	.	.	6306201	6306997	0	1	796	6306195	ZNF143 related (N=27801)
chr10	117845196	117846394	chr10:117845196-117846394	.	.	117845196	117846394	0	1	1198	117845195	ZNF143 related (N=27801)
chr1	86503872	86505047	chr1:86503872-86505047	.	.	86503872	86505047	0	1	1175	86503864	ZNF143 related (N=27801)
chr11	6291444	6292452	chr11:6291444-6292452	.	.	6291444	6292452	0	1	1008	6291438	ZNF143 related (N=27801)
chr11	20200843	20202118	chr11:20200843-20202118	.	.	20200843	20202118	0	1	1275	20200841	ZNF143 related (N=27801)
chr11	117913281	117913479	chr11:117913281-117913479	.	.	117913281	117913479	0	1	198	117913280	ZNF143 related (N=27801)
chr1	30873064	30874152	chr1:30873064-30874152	.	.	30873064	30874152	0	1	1088	30873061	ZNF143 related (N=27801)
chr9	108305629	108306979	chr9:108305629-108306979	.	.	108305629	108306979	0	1	1350	108305628	ZNF143 related (N=27801)
chr8	126593782	126594199	chr8:126593782-126594199	.	.	126593782	126594199	0	1	417	126593781	ZNF143 related (N=27801)
chr19	8713226	8714118	chr19:8713226-8714118	.	.	8713226	8714118	0	1	892	8713218	ZNF143 related (N=27801)
chr5	64802772	64804257	chr5:64802772-64804257	.	.	64802772	64804257	0	1	1485	64802766	ZNF143 related (N=27801)
chr11	119090998	119091306	chr11:119090998-119091306	.	.	119090998	119091306	0	1	308	119090997	ZNF143 related (N=27801)
chr19	41980837	41982288	chr19:41980837-41982288	.	.	41980837	41982288	0	1	1451	41980833	ZNF143 related (N=27801)
chr6	39205379	39207325	chr6:39205379-39207325	.	.	39205379	39207325	0	1	1946	39205376	ZNF143 related (N=27801)
chr7	97579609	97580703	chr7:97579609-97580703	.	.	97579609	97580703	0	1	1094	97579600	ZNF143 related (N=27801)
chr5	134489692	134490852	chr5:134489692-134490852	.	.	134489692	134490852	0	1	1160	134489691	ZNF143 related (N=27801)
chr1	55086889	55088705	chr1:55086889-55088705	.	.	55086889	55088705	0	1	1816	55086884	ZNF143 related (N=27801)
chr7	99625459	99626614	chr7:99625459-99626614	.	.	99625459	99626614	0	1	1155	99625450	ZNF143 related (N=27801)
chr7	127477720	127479811	chr7:127477720-127479811	.	.	127477720	127479811	0	1	2091	127477719	ZNF143 related (N=27801)
chr11	49846212	49847307	chr11:49846212-49847307	.	.	49846212	49847307	0	1	1095	49846208	ZNF143 related (N=27801)
chr9	108516593	108518076	chr9:108516593-108518076	.	.	108516593	108518076	0	1	1483	108516592	ZNF143 related (N=27801)
chr19	5636784	5638010	chr19:5636784-5638010	.	.	5636784	5638010	0	1	1226	5636779	ZNF143 related (N=27801)
chr15	59647480	59649629	chr15:59647480-59649629	.	.	59647480	59649629	0	1	2149	59647475	ZNF143 related (N=27801)
chr12	59218937	59220285	chr12:59218937-59220285	.	.	59218937	59220285	0	1	1348	59218932	ZNF143 related (N=27801)
chr1	132007266	132008418	chr1:132007266-132008418	.	.	132007266	132008418	0	1	1152	132007265	ZNF143 related (N=27801)
chr2	165363734	165363924	chr2:165363734-165363924	.	.	165363734	165363924	0	1	190	165363733	ZNF143 related (N=27801)
chr12	44209554	44210597	chr12:44209554-44210597	.	.	44209554	44210597	0	1	1043	44209550	ZNF143 related (N=27801)
chr17	29489532	29492178	chr17:29489532-29492178	.	.	29489532	29492178	0	1	2646	29489530	ZNF143 related (N=27801)
chr11	69410635	69411142	chr11:69410635-69411142	.	.	69410635	69411142	0	1	507	69410629	ZNF143 related (N=27801)
chr19	36348071	36349522	chr19:36348071-36349522	.	.	36348071	36349522	0	1	1451	36348068	ZNF143 related (N=27801)
chr9	106643779	106644114	chr9:106643779-106644114	.	.	106643779	106644114	0	1	335	106643778	ZNF143 related (N=27801)
chr9	82974157	82976053	chr9:82974157-82976053	.	.	82974157	82976053	0	1	1896	82974149	ZNF143 related (N=27801)
chr10	67535956	67536354	chr10:67535956-67536354	.	.	67535956	67536354	0	1	398	67535950	ZNF143 related (N=27801)
chr17	28800505	28801711	chr17:28800505-28801711	.	.	28800505	28801711	0	1	1206	28800503	ZNF143 related (N=27801)
chr2	157458470	157458833	chr2:157458470-157458833	.	.	157458470	157458833	0	1	363	157458469	ZNF143 related (N=27801)
chr1	16105425	16106121	chr1:16105425-16106121	.	.	16105425	16106121	0	1	696	16105424	ZNF143 related (N=27801)
chr8	84199712	84201800	chr8:84199712-84201800	.	.	84199712	84201800	0	1	2088	84199704	ZNF143 related (N=27801)
chr10	4386613	4388331	chr10:4386613-4388331	.	.	4386613	4388331	0	1	1718	4386609	ZNF143 related (N=27801)
chr15	12117499	12118844	chr15:12117499-12118844	.	.	12117499	12118844	0	1	1345	12117498	ZNF143 related (N=27801)
chr13	98925741	98926793	chr13:98925741-98926793	.	.	98925741	98926793	0	1	1052	98925732	ZNF143 related (N=27801)
chr10	80797830	80798983	chr10:80797830-80798983	.	.	80797830	80798983	0	1	1153	80797822	ZNF143 related (N=27801)
chr19	10710101	10710469	chr19:10710101-10710469	.	.	10710101	10710469	0	1	368	10710100	ZNF143 related (N=27801)
chr1	191395945	191397904	chr1:191395945-191397904	.	.	191395945	191397904	0	1	1959	191395944	ZNF143 related (N=27801)
chr11	102774467	102774710	chr11:102774467-102774710	.	.	102774467	102774710	0	1	243	102774466	ZNF143 related (N=27801)
chr2	162930937	162932380	chr2:162930937-162932380	.	.	162930937	162932380	0	1	1443	162930936	ZNF143 related (N=27801)
chr8	47673671	47675803	chr8:47673671-47675803	.	.	47673671	47675803	0	1	2132	47673667	ZNF143 related (N=27801)
chr10	80349338	80349717	chr10:80349338-80349717	.	.	80349338	80349717	0	1	379	80349330	ZNF143 related (N=27801)
chr13	119428419	119429632	chr13:119428419-119429632	.	.	119428419	119429632	0	1	1213	119428418	ZNF143 related (N=27801)
chr19	60789912	60791092	chr19:60789912-60791092	.	.	60789912	60791092	0	1	1180	60789906	ZNF143 related (N=27801)
chr19	53943837	53945580	chr19:53943837-53945580	.	.	53943837	53945580	0	1	1743	53943832	ZNF143 related (N=27801)
chr2	122348416	122349168	chr2:122348416-122349168	.	.	122348416	122349168	0	1	752	122348415	ZNF143 related (N=27801)
chr4	152177603	152179118	chr4:152177603-152179118	.	.	152177603	152179118	0	1	1515	152177602	ZNF143 related (N=27801)
chr7	101301606	101302725	chr7:101301606-101302725	.	.	101301606	101302725	0	1	1119	101301605	ZNF143 related (N=27801)
chr2	90579569	90580954	chr2:90579569-90580954	.	.	90579569	90580954	0	1	1385	90579560	ZNF143 related (N=27801)
chr13	42051991	42052885	chr13:42051991-42052885	.	.	42051991	42052885	0	1	894	42051987	ZNF143 related (N=27801)
chr2	131178765	131180396	chr2:131178765-131180396	.	.	131178765	131180396	0	1	1631	131178764	ZNF143 related (N=27801)
chr2	128967048	128968223	chr2:128967048-128968223	.	.	128967048	128968223	0	1	1175	128967047	ZNF143 related (N=27801)
chr13	111807677	111809503	chr13:111807677-111809503	.	.	111807677	111809503	0	1	1826	111807676	ZNF143 related (N=27801)
chr4	134286783	134287974	chr4:134286783-134287974	.	.	134286783	134287974	0	1	1191	134286782	ZNF143 related (N=27801)
chr15	4026279	4027571	chr15:4026279-4027571	.	.	4026279	4027571	0	1	1292	4026275	ZNF143 related (N=27801)
chr1	64532106	64533656	chr1:64532106-64533656	.	.	64532106	64533656	0	1	1550	64532100	ZNF143 related (N=27801)
chr15	93518886	93519615	chr15:93518886-93519615	.	.	93518886	93519615	0	1	729	93518877	ZNF143 related (N=27801)
chr6	83455813	83457293	chr6:83455813-83457293	.	.	83455813	83457293	0	1	1480	83455805	ZNF143 related (N=27801)
chr8	122268981	122269238	chr8:122268981-122269238	.	.	122268981	122269238	0	1	257	122268980	ZNF143 related (N=27801)
chr11	84869475	84871231	chr11:84869475-84871231	.	.	84869475	84871231	0	1	1756	84869467	ZNF143 related (N=27801)
chr7	127707930	127709118	chr7:127707930-127709118	.	.	127707930	127709118	0	1	1188	127707929	ZNF143 related (N=27801)
chr11	51262706	51263878	chr11:51262706-51263878	.	.	51262706	51263878	0	1	1172	51262701	ZNF143 related (N=27801)
chr9	46012424	46013575	chr9:46012424-46013575	.	.	46012424	46013575	0	1	1151	46012420	ZNF143 related (N=27801)
chr12	51690868	51692307	chr12:51690868-51692307	.	.	51690868	51692307	0	1	1439	51690863	ZNF143 related (N=27801)
chr18	36285982	36287915	chr18:36285982-36287915	.	.	36285982	36287915	0	1	1933	36285979	ZNF143 related (N=27801)
chr7	80340914	80341173	chr7:80340914-80341173	.	.	80340914	80341173	0	1	259	80340906	ZNF143 related (N=27801)
chr16	91646656	91648079	chr16:91646656-91648079	.	.	91646656	91648079	0	1	1423	91646647	ZNF143 related (N=27801)
chr5	122501161	122502260	chr5:122501161-122502260	.	.	122501161	122502260	0	1	1099	122501160	ZNF143 related (N=27801)
chr3	107331995	107334268	chr3:107331995-107334268	.	.	107331995	107334268	0	1	2273	107331994	ZNF143 related (N=27801)
chr3	95014251	95016684	chr3:95014251-95016684	.	.	95014251	95016684	0	1	2433	95014242	ZNF143 related (N=27801)
chr19	4282812	4283682	chr19:4282812-4283682	.	.	4282812	4283682	0	1	870	4282808	ZNF143 related (N=27801)
