NAME	NES_dTAG_DMSO	FDR_dTAG_DMSO	NES_RA+dTAG_RA+DMSO	FDR_RA+dTAG_RA+DMSO
GOBP_REGULATION_OF_BONE_MINERALIZATION	1.5619287	0.22630346	1.6000577	0.16290167
GOBP_HYPOTHALAMUS_GONADOTROPHIN_RELEASING_HORMONE_NEURON_DIFFERENTIATION	1.5608932	0.22822079	1.0806837	0.6228684
GOBP_REGULATION_OF_MAST_CELL_DIFFERENTIATION	1.5607554	0.22767341	1.1223838	0.5712938
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	1.5607511	0.22676039	1.4400132	0.28024936
GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	1.5592599	0.22994357	1.097598	0.6034535
GOBP_RESPONSE_TO_NICOTINE	1.5589949	0.2297465	1.5747832	0.18217748
GOBP_CELL_ADHESION	1.5586423	0.22981721	1.685785	0.12049136
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1.5585729	0.22910513	1.7527044	0.08848637
GOBP_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION	1.5574915	0.23120905	1.133785	0.55882484
GOBP_URINARY_BLADDER_SMOOTH_MUSCLE_CONTRACTION	1.5571753	0.23116383	1.586587	0.17347811
GOBP_ENDOCRINE_PROCESS	1.5568513	0.23114249	1.4759027	0.25015098
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	1.5559709	0.23269999	1.2538959	0.4355666
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	1.5555339	0.233001	1.1361384	0.5557342
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	1.5543877	0.235352	1.5154752	0.2226334
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION	1.5540291	0.23543312	1.3663214	0.33872136
GOBP_BLASTODERM_SEGMENTATION	1.5537407	0.2353253	1.5410823	0.20705998
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.5529399	0.23668918	0.83787626	0.90256315
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	1.5521898	0.2379029	-0.95323455	0.94779927
GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION	1.5519696	0.23760808	0.89763975	0.84671825
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	1.5493923	0.24404652	0.9724822	0.7681827
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	1.5492908	0.24340512	1.395728	0.31376463
GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	1.5487833	0.24395406	-1.1940501	0.81354696
GOBP_FEAR_RESPONSE	1.5486696	0.24336377	1.4414443	0.28001642
GOBP_RESPONSE_TO_ETHANOL	1.5484408	0.24310593	0.8749417	0.8679758
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	1.5481409	0.24306947	1.5774368	0.17861247
GOBP_NOREPINEPHRINE_SECRETION	1.548046	0.24244162	1.7951528	0.07194834
GOBP_CELL_RECOGNITION	1.54733	0.24354511	1.4156765	0.2973975
GOBP_REGULATION_OF_NEURON_MIGRATION	1.5468237	0.24407314	1.3964844	0.31464076
GOBP_URINARY_TRACT_SMOOTH_MUSCLE_CONTRACTION	1.5457134	0.24641605	1.6741229	0.12682515
GOBP_SEGMENTATION	1.5455589	0.24595526	1.5163237	0.22319981
GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	1.5425797	0.25369835	1.2732724	0.4197649
GOBP_RESPONSE_TO_ANGIOTENSIN	1.5421052	0.2541682	0.65111315	0.987539
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	1.5414655	0.25513342	1.222013	0.47156233
GOBP_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION	1.5411557	0.2551218	1.479683	0.2472786
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE	1.5410371	0.2545432	1.0697575	0.6371588
GOBP_PROSTATE_GLAND_MORPHOGENESIS	1.540557	0.25501555	1.147125	0.54532367
GOBP_SPINAL_CORD_DEVELOPMENT	1.5403715	0.25462988	1.2454708	0.44518957
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	1.5399151	0.25507194	1.3621801	0.34279174
GOBP_SKELETAL_SYSTEM_DEVELOPMENT	1.5392259	0.25617614	1.1868199	0.50377303
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.5392178	0.2552878	1.0759193	0.6285647
GOBP_BONE_TRABECULA_MORPHOGENESIS	1.539029	0.25494483	1.3033735	0.3919958
GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY	1.538595	0.25529337	1.0078851	0.7189266
GOBP_INHIBITION_OF_NON_SKELETAL_TISSUE_MINERALIZATION	1.5382268	0.25548825	-0.9966604	0.9288679
GOBP_ENDOTHELIAL_CELL_FATE_COMMITMENT	1.5380274	0.25521317	0.8920066	0.85237354
GOBP_PROSTATE_GLAND_DEVELOPMENT	1.537769	0.2550769	1.095875	0.6056755
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	1.5371076	0.25617582	-1.1445068	0.83491814
GOBP_ISOPRENOID_TRANSPORT	1.5364097	0.25729483	-0.9754989	0.9376936
GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	1.5349536	0.2607041	-0.9506019	0.94487965
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	1.5345256	0.26108268	1.5489761	0.2020303
GOBP_RETINAL_BLOOD_VESSEL_MORPHOGENESIS	1.5340585	0.2615801	-1.1182543	0.845334
GOBP_HORMONE_METABOLIC_PROCESS	1.5338686	0.26124355	1.4184697	0.294192
GOBP_ACTIVATION_OF_MEIOSIS	1.5338223	0.26049596	1.3696476	0.33553478
GOBP_CELL_CYCLE_PHASE	1.5328792	0.26245803	1.4320968	0.28659153
GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.5322926	0.2633513	0.861684	0.8788383
GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	1.5315881	0.26459244	0.9053636	0.8393422
GOBP_SEX_DIFFERENTIATION	1.5315199	0.26391858	1.4630855	0.26097426
GOBP_XENOBIOTIC_METABOLIC_PROCESS	1.5314249	0.26332802	-1.0537763	0.8926093
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	1.5307907	0.2643346	0.6023629	0.9929783
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	1.530734	0.2636224	0.8894331	0.8534782
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	1.529103	0.2676019	1.0507762	0.65828514
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	1.528817	0.26757866	1.0564214	0.6526041
GOBP_MATING_BEHAVIOR	1.5282751	0.2683383	1.7806139	0.076138265
GOBP_ALANINE_TRANSPORT	1.526538	0.27270892	1.041807	0.6724626
GOBP_INDOLE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	1.5258502	0.27388108	-0.84496176	0.9816873
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.5256495	0.27360392	0.79663825	0.93687874
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	1.5256321	0.27276966	1.0823985	0.6206536
GOBP_REGULATION_OF_SARCOMERE_ORGANIZATION	1.5256286	0.27189896	1.4668465	0.25758725
GOBP_SEROTONIN_BIOSYNTHETIC_PROCESS	1.5255935	0.27111995	-0.8394476	0.97940683
GOBP_PARAMESONEPHRIC_DUCT_DEVELOPMENT	1.524604	0.27324668	-1.0658562	0.882748
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	1.5235767	0.27544293	1.7397919	0.093294755
GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	1.5235287	0.2747112	-1.017799	0.9119668
GOBP_EYE_MORPHOGENESIS	1.5233694	0.27431804	1.3594218	0.34447953
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	1.5231842	0.2740001	1.2625297	0.42874977
GOBP_AMINO_ACID_TRANSPORT	1.5221257	0.27632767	1.6842842	0.12140688
GOBP_STEROID_METABOLIC_PROCESS	1.5221096	0.2755068	1.0474783	0.6632394
GOBP_GONADOTROPHIN_RELEASING_HORMONE_NEURONAL_MIGRATION_TO_THE_HYPOTHALAMUS	1.5219121	0.27523032	1.0370408	0.6798477
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY	1.5217459	0.2748891	-0.8095544	0.98512083
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	1.521469	0.2748551	0.6054899	0.9928412
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	1.5210745	0.27519438	1.4448038	0.27717438
GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	1.5203086	0.276659	0.9623804	0.7770365
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	1.5202264	0.27603897	-0.83117634	0.9807242
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	1.5201644	0.27537546	1.5387981	0.20787792
GOBP_ENDOCRINE_HORMONE_SECRETION	1.5199589	0.27513537	1.5399361	0.20684068
GOBP_NEUROENDOCRINE_CELL_DIFFERENTIATION	1.5194445	0.2758532	1.410655	0.3030021
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION	1.5193104	0.27540714	1.5054091	0.23085576
GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	1.5190679	0.27529138	1.3092765	0.386552
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	1.5190426	0.27453658	1.7171308	0.10146756
GOBP_L_ALANINE_TRANSMEMBRANE_TRANSPORT	1.5189953	0.27384064	1.1073731	0.5914153
GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION	1.5189395	0.273186	1.4702439	0.25601977
GOBP_STEM_CELL_DEVELOPMENT	1.5184647	0.27377778	1.1140469	0.582338
GOBP_SALIVARY_GLAND_DEVELOPMENT	1.5181944	0.2737582	0.918772	0.82535815
GOBP_AXON_GUIDANCE	1.5181099	0.27318978	1.452402	0.2686372
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY	1.5173571	0.27461526	2.046931	0.0035706088
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	1.5170343	0.2747799	1.1790733	0.5115085
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION	1.5170035	0.27405936	1.4646382	0.25966585
GOBP_NEUTROPHIL_MIGRATION	1.516804	0.27382982	1.4302726	0.2865653
GOBP_VENOUS_BLOOD_VESSEL_MORPHOGENESIS	1.5167962	0.2730453	1.0740653	0.631955
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	1.5167732	0.27231458	0.84872127	0.89252895
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	1.51651	0.27228642	1.2653558	0.42557544
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	1.5158949	0.2733156	1.2919937	0.4043744
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1.5155587	0.27353045	1.5519179	0.20052
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.515454	0.27304173	1.695849	0.110359505
GOBP_BONE_TRABECULA_FORMATION	1.5143628	0.27548245	1.3881605	0.32052693
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	1.5141511	0.27531904	1.8429928	0.06324945
GOBP_XENOBIOTIC_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	1.5140694	0.27476582	1.1806369	0.5107302
GOBP_CARDIAC_PACEMAKER_CELL_DEVELOPMENT	1.5138268	0.27469727	1.4621001	0.26176405
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	1.5133879	0.2752372	1.3225907	0.3771504
GOBP_FAT_PAD_DEVELOPMENT	1.5129762	0.275663	1.1389716	0.55146396
GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	1.5124445	0.27646634	1.2225378	0.47189134
GOBP_CGMP_MEDIATED_SIGNALING	1.5116272	0.27814892	0.9376249	0.80484384
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	1.509928	0.28246507	1.613411	0.15576535
GOBP_RESPONSE_TO_SODIUM_PHOSPHATE	1.5090725	0.28429118	-0.97649854	0.9419885
GOBP_NEUTROPHIL_EXTRAVASATION	1.5089284	0.28390896	-0.9501258	0.9441608
GOBP_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	1.5087409	0.28367627	1.313302	0.38433236
GOBP_ENDOTHELIAL_CELL_ACTIVATION	1.5079608	0.2852675	0.7593432	0.95637864
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	1.5077891	0.28498438	1.2138566	0.47907853
GOBP_MONOCYTE_AGGREGATION	1.5073673	0.28546494	1.2444255	0.44721732
GOBP_SYNAPTIC_SIGNALING	1.5071757	0.28525382	1.7394891	0.092816465
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	1.5065403	0.28643677	1.3153163	0.3821232
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	1.506171	0.28677446	1.4783424	0.24804884
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	1.5060819	0.2862565	0.8112435	0.9240023
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	1.5060261	0.28564686	0.90527767	0.83931667
GOBP_MOTOR_NEURON_MIGRATION	1.5060154	0.28489286	1.7266066	0.09797341
GOBP_CELL_CELL_ADHESION	1.5059938	0.28417957	1.5925813	0.16869164
GOBP_STEROID_HORMONE_SECRETION	1.5050558	0.28619838	0.8845209	0.8583179
GOBP_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS	1.5050331	0.28549746	1.4724228	0.25442365
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	1.5050095	0.28479668	0.6036118	0.992971
GOBP_INTERLEUKIN_4_MEDIATED_SIGNALING_PATHWAY	1.5050029	0.28404632	1.398061	0.3139552
GOBP_NEURON_FATE_COMMITMENT	1.5043519	0.28522658	1.6155102	0.15463537
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	1.503779	0.28619975	1.4522665	0.26860848
GOBP_REGULATION_OF_SMALL_INTESTINE_SMOOTH_MUSCLE_CONTRACTION	1.5035683	0.28605947	1.362344	0.34269458
GOBP_NEURONAL_ACTION_POTENTIAL	1.5034305	0.2857171	1.7265584	0.09722924
GOBP_SENSORY_SYSTEM_DEVELOPMENT	1.5033133	0.28529787	1.3108025	0.38647074
GOBP_REGULATION_OF_CAMP_MEDIATED_SIGNALING	1.5032177	0.28483313	1.345107	0.35532618
GOBP_REGULATION_OF_CELL_ADHESION	1.5031751	0.2842141	1.5348748	0.21037553
GOBP_AMYGDALA_DEVELOPMENT	1.5027038	0.28482652	1.141889	0.55038327
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	1.5025836	0.2844443	1.215337	0.47797212
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	1.5025332	0.28383866	1.1302837	0.56261355
GOBP_CARDIAC_SEPTUM_CELL_DIFFERENTIATION	1.5025325	0.28309616	-0.48365995	0.9996198
GOBP_CELLULAR_RESPONSE_TO_ALDOSTERONE	1.5024104	0.28270876	1.4729258	0.25369298
GOBP_EMBRYONIC_MORPHOGENESIS	1.5022812	0.2823596	1.170089	0.5234399
GOBP_ANIMAL_ORGAN_MATURATION	1.5015206	0.28389665	0.6310427	0.9911812
GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	1.5014611	0.28334218	1.0876251	0.6152666
GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	1.5014594	0.2826156	0.8712731	0.8714752
GOBP_SMALL_INTESTINE_SMOOTH_MUSCLE_CONTRACTION	1.5009146	0.2835268	1.3599007	0.34418443
GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	1.5004712	0.2841272	1.0044988	0.7232924
GOBP_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1.5000547	0.28461027	1.3763572	0.33125582
GOBP_ANDROGEN_BIOSYNTHETIC_PROCESS	1.4999323	0.28424004	1.2780894	0.4150121
GOBP_REGULATION_OF_BLOOD_CIRCULATION	1.4999253	0.28353146	1.6768593	0.1253184
GOBP_AXONEME_ASSEMBLY	1.4995654	0.2838871	2.1372926	0.0005575313
GOBP_CARDIAC_VENTRICLE_FORMATION	1.4994861	0.28339106	0.92846495	0.8139411
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	1.4991052	0.2838145	1.4550271	0.26457244
GOBP_SYNAPTIC_SIGNALING_VIA_NEUROPEPTIDE	1.4986931	0.28434274	1.4438028	0.27676538
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION	1.4984245	0.28442907	0.9529959	0.7877287
GOBP_REGULATION_OF_SNARE_COMPLEX_ASSEMBLY	1.4983801	0.283857	-1.2172713	0.8102911
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	1.4969445	0.28739345	1.0527502	0.656661
GOBP_SPERM_MOTILITY	1.4962927	0.2886378	2.1668317	0.00016133695
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	1.4960358	0.28866208	1.629811	0.14931983
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	1.495174	0.29055214	1.4497114	0.2712848
GOBP_EMBRYONIC_AXIS_SPECIFICATION	1.4950836	0.29011023	1.363101	0.3412329
GOBP_LOOP_OF_HENLE_DEVELOPMENT	1.4939042	0.29294214	0.7813608	0.9433141
GOBP_REGULATION_OF_HEAT_GENERATION	1.493231	0.29422146	1.1634163	0.52896255
GOBP_CARDIAC_CONDUCTION	1.4931338	0.29379827	0.8957412	0.8481791
GOBP_MOTOR_BEHAVIOR	1.4928119	0.29402226	0.9421593	0.8008109
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	1.4924281	0.29446062	1.3049467	0.3898108
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	1.491833	0.29555115	0.7632641	0.9550577
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	1.4916464	0.29539093	1.4389281	0.28103158
GOBP_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	1.4912503	0.2958541	-1.1952894	0.8129415
GOBP_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	1.4911658	0.29538885	1.3222975	0.37681666
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	1.4911077	0.29484358	0.9952233	0.73647016
GOBP_PULMONARY_ARTERY_MORPHOGENESIS	1.4908172	0.29500836	-1.4527385	0.65235025
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	1.4906374	0.29482868	0.5566173	0.9980904
GOBP_NEUROTRANSMITTER_REUPTAKE	1.4905351	0.2944321	1.0784613	0.62530077
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	1.4905002	0.29382923	1.4032687	0.3104172
GOBP_BLOOD_VESSEL_MORPHOGENESIS	1.4905	0.29312596	1.5822046	0.17470132
GOBP_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	1.4899431	0.29410365	1.6554724	0.14043173
GOBP_THYROID_HORMONE_TRANSPORT	1.4897358	0.2940304	1.3697225	0.3359076
GOBP_BEHAVIOR	1.4896388	0.29360965	1.5871328	0.17296073
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	1.4893391	0.29381764	1.4280893	0.28769493
GOBP_HIS_PURKINJE_SYSTEM_DEVELOPMENT	1.4891219	0.29378238	0.8571331	0.8843543
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.489012	0.29341447	1.7624296	0.08343568
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	1.4886805	0.2937029	1.8317373	0.06204853
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	1.48788	0.29542485	1.2585002	0.43225035
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	1.4875667	0.29566327	1.4124236	0.301118
GOBP_RHYTHMIC_BEHAVIOR	1.4874132	0.2954409	1.4227141	0.29017046
GOBP_NEGATIVE_REGULATION_OF_NOREPINEPHRINE_SECRETION	1.4870664	0.29577985	1.344771	0.35557508
GOBP_FERTILIZATION	1.4870349	0.2951839	1.2527031	0.43632713
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	1.4869113	0.29486495	1.3973788	0.31433472
GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	1.486795	0.29454133	1.3884043	0.3202651
GOBP_REGULATION_OF_PIGMENTATION	1.486703	0.2941431	-0.70595855	0.9969967
GOBP_NEGATIVE_REGULATION_OF_URINE_VOLUME	1.4860915	0.29529703	1.4402511	0.28006008
GOBP_REGULATION_OF_RETINAL_CELL_PROGRAMMED_CELL_DEATH	1.4857352	0.2956841	0.8388979	0.9015846
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1.4856753	0.29518571	1.6691822	0.12797982
GOBP_COBALT_ION_TRANSPORT	1.4852458	0.29577044	1.0573137	0.6513958
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	1.4846606	0.29684463	1.4903417	0.24098049
GOBP_GLAND_MORPHOGENESIS	1.4841665	0.2976382	1.4986268	0.23598544
GOBP_DOPAMINE_METABOLIC_PROCESS	1.4838849	0.29780617	1.005701	0.72179776
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	1.4837732	0.29746327	1.5715045	0.18520667
GOBP_DTMP_METABOLIC_PROCESS	1.4815837	0.3033606	-0.7328867	0.99713904
GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS	1.4814194	0.30316398	0.6325345	0.99108744
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	1.4811841	0.30319688	-0.7985851	0.98524123
GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	1.4810166	0.30301097	1.2567631	0.43335596
GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION	1.4810101	0.30235118	1.5552138	0.19753435
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	1.4809852	0.30175304	1.0007601	0.72769916
GOBP_PANCREAS_DEVELOPMENT	1.4806355	0.30213043	1.505424	0.2312022
GOBP_DICHOTOMOUS_SUBDIVISION_OF_TERMINAL_UNITS_INVOLVED_IN_SALIVARY_GLAND_BRANCHING	1.4806194	0.30150303	1.3065697	0.3887224
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.4801646	0.30220225	1.7000983	0.11134107
GOBP_MESENCHYME_DEVELOPMENT	1.4795579	0.30335462	1.1992952	0.4911126
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	1.4793936	0.30317697	1.4408338	0.27942207
GOBP_POSITIVE_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	1.4793543	0.3026229	0.77846664	0.9457293
GOBP_ONE_CARBON_COMPOUND_TRANSPORT	1.4791746	0.30248812	1.595438	0.16686985
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	1.4789037	0.30261692	1.4438051	0.27708262
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	1.4788326	0.30216774	1.5848999	0.17378126
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	1.4787449	0.3017602	1.7676324	0.08099825
GOBP_COPULATION	1.4784085	0.30212525	1.5940425	0.16842958
GOBP_AXON_DEVELOPMENT	1.4783472	0.30165982	1.0975993	0.60365945
GOBP_NEGATIVE_REGULATION_OF_GONAD_DEVELOPMENT	1.4782035	0.3014227	-0.72868896	0.99572706
GOBP_AXONAL_FASCICULATION	1.4779665	0.30146605	0.8530021	0.8883423
GOBP_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	1.4773535	0.3026455	1.3291674	0.37070787
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	1.4772643	0.302242	0.9393987	0.80269635
GOBP_INNER_DYNEIN_ARM_ASSEMBLY	1.4769793	0.30245432	1.7276695	0.09736045
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	1.476174	0.30421034	1.8053678	0.06948879
GOBP_REGULATION_OF_SYNAPTIC_ACTIVITY	1.4760423	0.303941	1.014715	0.7074043
GOBP_GLYCINE_TRANSPORT	1.4758857	0.30375645	1.1269805	0.5670297
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1.475866	0.3031659	0.91612685	0.828228
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	1.4758422	0.30259046	0.896003	0.84826225
GOBP_AMINE_METABOLIC_PROCESS	1.4756616	0.3024853	1.2902186	0.40564895
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	1.4755265	0.30225304	1.4271141	0.28804493
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION_VIA_THREONINE	1.4754024	0.30198762	1.2867795	0.40769777
GOBP_RESPONSE_TO_DIETARY_EXCESS	1.4748627	0.3029568	1.486258	0.24035978
GOBP_TRICUSPID_VALVE_DEVELOPMENT	1.4743369	0.30389586	1.2589418	0.43212584
GOBP_POSITIVE_REGULATION_OF_NEURON_MIGRATION	1.4735805	0.30548713	0.7230688	0.97182906
GOBP_REGULATION_OF_HORMONE_SECRETION	1.4726182	0.30771303	1.4868023	0.24059549
GOBP_SYMPATHETIC_GANGLION_DEVELOPMENT	1.4722738	0.3081119	0.9491054	0.7925524
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	1.4721632	0.30780345	1.6213449	0.15238573
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	1.4716808	0.30861402	1.3163723	0.38140827
GOBP_VASCULATURE_DEVELOPMENT	1.4704429	0.31174627	1.5632893	0.19106282
GOBP_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	1.4703895	0.31125915	0.9803516	0.75613075
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	1.4695983	0.313024	1.119768	0.5735946
GOBP_FOLIC_ACID_METABOLIC_PROCESS	1.4691991	0.31360143	0.67785084	0.9864462
GOBP_MUCOCILIARY_CLEARANCE	1.468611	0.3147159	1.7946808	0.071276195
